date,year,month,day,city,station,PM2.5_ug_m3,PM10_ug_m3,SO2_ug_m3,NO2_ug_m3,CO_mg_m3,O3_ug_m3,AQI,predominant_pollutant,source
2019-08-12,2019,8,12,Mumbai,Industrial Area - Navi Mumbai,73,232,31.5,99.7,1.38,87.5,148,PM10,Synthetic multi-year data modeled on CPCB format
2019-08-13,2019,8,13,Mumbai,Industrial Area - Navi Mumbai,201,241,12.2,37.2,1.65,16.9,309,PM10,Synthetic multi-year data modeled on CPCB format
2019-08-14,2019,8,14,Mumbai,Industrial Area - Navi Mumbai,187,156,31.4,105.8,0.99,73.7,304,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-08-15,2019,8,15,Mumbai,Industrial Area - Navi Mumbai,60,121,27.3,134.9,0.94,69.1,132,NO2,Synthetic multi-year data modeled on CPCB format
2019-08-16,2019,8,16,Mumbai,Industrial Area - Navi Mumbai,217,261,10.8,62.6,0.84,111.2,340,PM10,Synthetic multi-year data modeled on CPCB format
2019-08-17,2019,8,17,Mumbai,Industrial Area - Navi Mumbai,61,80,26.3,132.1,2.2,25.2,130,NO2,Synthetic multi-year data modeled on CPCB format
2019-08-18,2019,8,18,Mumbai,Industrial Area - Navi Mumbai,207,340,28.9,83.7,0.56,111.1,338,PM10,Synthetic multi-year data modeled on CPCB format
2019-08-19,2019,8,19,Mumbai,Industrial Area - Navi Mumbai,163,326,20.3,93.2,0.42,82.7,278,PM10,Synthetic multi-year data modeled on CPCB format
2019-08-20,2019,8,20,Mumbai,Industrial Area - Navi Mumbai,185,204,20.4,121.8,2.15,12.0,309,PM10,Synthetic multi-year data modeled on CPCB format
2019-08-21,2019,8,21,Mumbai,Industrial Area - Navi Mumbai,122,320,17.3,117.4,2.5,42.1,228,PM10,Synthetic multi-year data modeled on CPCB format
2019-08-22,2019,8,22,Mumbai,Industrial Area - Navi Mumbai,142,203,15.1,113.5,3.24,89.1,247,PM10,Synthetic multi-year data modeled on CPCB format
2019-08-23,2019,8,23,Mumbai,Industrial Area - Navi Mumbai,235,198,15.6,102.7,1.98,105.3,373,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-08-24,2019,8,24,Mumbai,Industrial Area - Navi Mumbai,73,141,19.0,63.9,2.99,93.0,131,PM10,Synthetic multi-year data modeled on CPCB format
2019-08-25,2019,8,25,Mumbai,Industrial Area - Navi Mumbai,158,347,10.4,75.6,2.94,35.6,268,PM10,Synthetic multi-year data modeled on CPCB format
2019-08-26,2019,8,26,Mumbai,Industrial Area - Navi Mumbai,121,259,20.3,25.3,1.88,49.8,195,PM10,Synthetic multi-year data modeled on CPCB format
2019-08-27,2019,8,27,Mumbai,Industrial Area - Navi Mumbai,164,186,32.6,79.9,1.91,118.9,266,PM10,Synthetic multi-year data modeled on CPCB format
2019-08-28,2019,8,28,Mumbai,Industrial Area - Navi Mumbai,105,343,24.2,59.0,0.39,57.9,188,PM10,Synthetic multi-year data modeled on CPCB format
2019-08-29,2019,8,29,Mumbai,Industrial Area - Navi Mumbai,174,149,23.1,116.7,1.45,42.3,289,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-08-30,2019,8,30,Mumbai,Industrial Area - Navi Mumbai,57,296,7.5,97.8,2.68,81.4,129,PM10,Synthetic multi-year data modeled on CPCB format
2019-08-31,2019,8,31,Mumbai,Industrial Area - Navi Mumbai,79,169,25.9,69.4,2.98,14.2,143,PM10,Synthetic multi-year data modeled on CPCB format
2019-09-01,2019,9,1,Mumbai,Industrial Area - Navi Mumbai,202,314,20.6,31.9,1.41,14.1,314,PM10,Synthetic multi-year data modeled on CPCB format
2019-09-02,2019,9,2,Mumbai,Industrial Area - Navi Mumbai,249,279,19.0,59.4,2.81,14.2,385,PM10,Synthetic multi-year data modeled on CPCB format
2019-09-03,2019,9,3,Mumbai,Industrial Area - Navi Mumbai,214,188,14.7,45.6,0.46,33.4,326,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-09-04,2019,9,4,Mumbai,Industrial Area - Navi Mumbai,232,154,23.5,59.8,3.17,106.7,353,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-09-05,2019,9,5,Mumbai,Industrial Area - Navi Mumbai,102,201,9.6,124.2,2.59,56.3,194,PM10,Synthetic multi-year data modeled on CPCB format
2019-09-06,2019,9,6,Mumbai,Industrial Area - Navi Mumbai,248,188,18.1,89.5,0.89,26.6,387,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-09-07,2019,9,7,Mumbai,Industrial Area - Navi Mumbai,239,207,27.9,76.9,1.79,27.9,372,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-09-08,2019,9,8,Mumbai,Industrial Area - Navi Mumbai,51,109,27.4,93.3,2.88,92.9,107,PM10,Synthetic multi-year data modeled on CPCB format
2019-09-09,2019,9,9,Mumbai,Industrial Area - Navi Mumbai,63,300,8.9,60.6,1.76,35.7,127,PM10,Synthetic multi-year data modeled on CPCB format
2019-09-10,2019,9,10,Mumbai,Industrial Area - Navi Mumbai,238,244,12.4,53.2,1.66,86.9,366,PM10,Synthetic multi-year data modeled on CPCB format
2019-09-11,2019,9,11,Mumbai,Industrial Area - Navi Mumbai,98,168,9.0,68.7,1.77,12.5,169,PM10,Synthetic multi-year data modeled on CPCB format
2019-09-12,2019,9,12,Mumbai,Industrial Area - Navi Mumbai,239,244,13.4,62.1,2.38,71.6,370,PM10,Synthetic multi-year data modeled on CPCB format
2019-09-13,2019,9,13,Mumbai,Industrial Area - Navi Mumbai,227,209,18.1,131.7,1.67,90.9,371,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-09-14,2019,9,14,Mumbai,Industrial Area - Navi Mumbai,135,176,25.7,61.2,0.77,104.6,219,PM10,Synthetic multi-year data modeled on CPCB format
2019-09-15,2019,9,15,Mumbai,Industrial Area - Navi Mumbai,229,252,15.1,103.4,2.69,37.4,369,PM10,Synthetic multi-year data modeled on CPCB format
2019-09-16,2019,9,16,Mumbai,Industrial Area - Navi Mumbai,123,149,19.1,28.6,2.03,74.5,191,PM10,Synthetic multi-year data modeled on CPCB format
2019-09-17,2019,9,17,Mumbai,Industrial Area - Navi Mumbai,200,285,32.2,59.1,1.52,85.9,317,PM10,Synthetic multi-year data modeled on CPCB format
2019-09-18,2019,9,18,Mumbai,Industrial Area - Navi Mumbai,115,348,23.6,116.4,3.28,92.1,220,PM10,Synthetic multi-year data modeled on CPCB format
2019-09-19,2019,9,19,Mumbai,Industrial Area - Navi Mumbai,93,266,28.0,73.4,3.35,22.6,170,PM10,Synthetic multi-year data modeled on CPCB format
2019-09-20,2019,9,20,Mumbai,Industrial Area - Navi Mumbai,69,110,31.7,146.8,2.58,25.8,148,NO2,Synthetic multi-year data modeled on CPCB format
2019-09-21,2019,9,21,Mumbai,Industrial Area - Navi Mumbai,211,233,7.8,129.7,2.67,117.7,350,PM10,Synthetic multi-year data modeled on CPCB format
2019-09-22,2019,9,22,Mumbai,Industrial Area - Navi Mumbai,111,192,8.9,90.6,3.33,33.2,196,PM10,Synthetic multi-year data modeled on CPCB format
2019-09-23,2019,9,23,Mumbai,Industrial Area - Navi Mumbai,116,264,19.9,115.8,3.49,42.4,215,PM10,Synthetic multi-year data modeled on CPCB format
2019-09-24,2019,9,24,Mumbai,Industrial Area - Navi Mumbai,195,294,14.9,59.0,2.94,18.2,311,PM10,Synthetic multi-year data modeled on CPCB format
2019-09-25,2019,9,25,Mumbai,Industrial Area - Navi Mumbai,241,321,27.0,73.5,2.54,23.3,381,PM10,Synthetic multi-year data modeled on CPCB format
2019-09-26,2019,9,26,Mumbai,Industrial Area - Navi Mumbai,193,290,9.8,58.8,2.24,75.4,308,PM10,Synthetic multi-year data modeled on CPCB format
2019-09-27,2019,9,27,Mumbai,Industrial Area - Navi Mumbai,69,225,29.9,128.1,3.1,101.3,150,PM10,Synthetic multi-year data modeled on CPCB format
2019-09-28,2019,9,28,Mumbai,Industrial Area - Navi Mumbai,170,149,6.1,130.3,2.22,94.2,287,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-09-29,2019,9,29,Mumbai,Industrial Area - Navi Mumbai,112,331,23.7,67.2,2.76,28.5,200,PM10,Synthetic multi-year data modeled on CPCB format
2019-09-30,2019,9,30,Mumbai,Industrial Area - Navi Mumbai,76,128,15.1,95.8,2.76,52.4,144,PM10,Synthetic multi-year data modeled on CPCB format
2019-10-01,2019,10,1,Mumbai,Industrial Area - Navi Mumbai,155,121,8.5,65.5,3.27,109.4,245,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-10-02,2019,10,2,Mumbai,Industrial Area - Navi Mumbai,147,161,29.9,68.0,1.69,116.9,237,PM10,Synthetic multi-year data modeled on CPCB format
2019-10-03,2019,10,3,Mumbai,Industrial Area - Navi Mumbai,234,113,22.7,111.3,3.02,65.4,368,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-10-04,2019,10,4,Mumbai,Industrial Area - Navi Mumbai,208,159,20.5,88.5,3.07,19.3,328,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-10-05,2019,10,5,Mumbai,Industrial Area - Navi Mumbai,166,132,31.4,44.4,1.65,117.9,254,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-10-06,2019,10,6,Mumbai,Industrial Area - Navi Mumbai,240,280,15.1,92.9,1.49,29.3,383,PM10,Synthetic multi-year data modeled on CPCB format
2019-10-07,2019,10,7,Mumbai,Industrial Area - Navi Mumbai,67,264,25.5,138.3,1.42,88.5,153,PM10,Synthetic multi-year data modeled on CPCB format
2019-10-08,2019,10,8,Mumbai,Industrial Area - Navi Mumbai,212,154,26.1,94.1,3.09,20.5,335,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-10-09,2019,10,9,Mumbai,Industrial Area - Navi Mumbai,166,347,24.7,39.9,3.4,20.6,268,PM10,Synthetic multi-year data modeled on CPCB format
2019-10-10,2019,10,10,Mumbai,Industrial Area - Navi Mumbai,204,132,18.3,145.6,2.65,90.8,338,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-10-11,2019,10,11,Mumbai,Industrial Area - Navi Mumbai,219,230,33.7,89.2,3.19,56.5,349,PM10,Synthetic multi-year data modeled on CPCB format
2019-10-12,2019,10,12,Mumbai,Industrial Area - Navi Mumbai,144,95,9.4,72.9,0.82,46.7,230,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-10-13,2019,10,13,Mumbai,Industrial Area - Navi Mumbai,221,217,25.0,149.6,1.79,119.3,369,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-10-14,2019,10,14,Mumbai,Industrial Area - Navi Mumbai,236,291,32.4,96.4,2.82,77.8,379,PM10,Synthetic multi-year data modeled on CPCB format
2019-10-15,2019,10,15,Mumbai,Industrial Area - Navi Mumbai,192,280,31.6,134.0,2.12,35.0,328,PM10,Synthetic multi-year data modeled on CPCB format
2019-10-16,2019,10,16,Mumbai,Industrial Area - Navi Mumbai,66,329,24.9,51.7,0.83,10.5,130,PM10,Synthetic multi-year data modeled on CPCB format
2019-10-17,2019,10,17,Mumbai,Industrial Area - Navi Mumbai,40,90,14.9,81.1,1.83,111.2,86,O3,Synthetic multi-year data modeled on CPCB format
2019-10-18,2019,10,18,Mumbai,Industrial Area - Navi Mumbai,66,296,8.6,61.0,2.41,118.7,131,PM10,Synthetic multi-year data modeled on CPCB format
2019-10-19,2019,10,19,Mumbai,Industrial Area - Navi Mumbai,109,232,33.8,35.3,0.36,18.0,179,PM10,Synthetic multi-year data modeled on CPCB format
2019-10-20,2019,10,20,Mumbai,Industrial Area - Navi Mumbai,204,98,27.8,117.8,3.08,53.8,327,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-10-21,2019,10,21,Mumbai,Industrial Area - Navi Mumbai,167,166,8.4,137.2,0.39,81.6,286,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-10-22,2019,10,22,Mumbai,Industrial Area - Navi Mumbai,171,136,33.9,75.0,2.73,22.1,271,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-10-23,2019,10,23,Mumbai,Industrial Area - Navi Mumbai,230,171,25.9,58.9,3.09,58.1,351,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-10-24,2019,10,24,Mumbai,Industrial Area - Navi Mumbai,163,316,6.5,64.3,0.54,19.0,269,PM10,Synthetic multi-year data modeled on CPCB format
2019-10-25,2019,10,25,Mumbai,Industrial Area - Navi Mumbai,234,254,22.4,99.6,2.93,14.9,375,PM10,Synthetic multi-year data modeled on CPCB format
2019-10-26,2019,10,26,Mumbai,Industrial Area - Navi Mumbai,157,294,7.3,95.5,0.46,83.4,269,PM10,Synthetic multi-year data modeled on CPCB format
2019-10-27,2019,10,27,Mumbai,Industrial Area - Navi Mumbai,180,284,5.3,62.1,2.95,108.5,290,PM10,Synthetic multi-year data modeled on CPCB format
2019-10-28,2019,10,28,Mumbai,Industrial Area - Navi Mumbai,144,172,28.2,31.8,2.39,87.9,223,PM10,Synthetic multi-year data modeled on CPCB format
2019-10-29,2019,10,29,Mumbai,Industrial Area - Navi Mumbai,57,106,6.0,139.2,2.95,111.5,128,NO2,Synthetic multi-year data modeled on CPCB format
2019-10-30,2019,10,30,Mumbai,Industrial Area - Navi Mumbai,69,252,15.5,118.0,1.5,45.3,149,PM10,Synthetic multi-year data modeled on CPCB format
2019-10-31,2019,10,31,Mumbai,Industrial Area - Navi Mumbai,126,177,10.7,66.4,3.26,77.8,208,PM10,Synthetic multi-year data modeled on CPCB format
2019-11-01,2019,11,1,Mumbai,Industrial Area - Navi Mumbai,155,169,21.2,33.2,3.29,111.0,238,PM10,Synthetic multi-year data modeled on CPCB format
2019-11-02,2019,11,2,Mumbai,Industrial Area - Navi Mumbai,245,302,27.2,105.7,2.97,85.7,395,PM10,Synthetic multi-year data modeled on CPCB format
2019-11-03,2019,11,3,Mumbai,Industrial Area - Navi Mumbai,121,221,11.2,60.2,1.84,23.9,202,PM10,Synthetic multi-year data modeled on CPCB format
2019-11-04,2019,11,4,Mumbai,Industrial Area - Navi Mumbai,222,271,9.3,89.4,0.86,10.1,356,PM10,Synthetic multi-year data modeled on CPCB format
2019-11-05,2019,11,5,Mumbai,Industrial Area - Navi Mumbai,182,122,26.7,68.4,2.49,93.3,283,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-11-06,2019,11,6,Mumbai,Industrial Area - Navi Mumbai,166,227,28.1,80.1,0.49,82.9,272,PM10,Synthetic multi-year data modeled on CPCB format
2019-11-07,2019,11,7,Mumbai,Industrial Area - Navi Mumbai,211,303,9.4,39.2,2.76,99.0,328,PM10,Synthetic multi-year data modeled on CPCB format
2019-11-08,2019,11,8,Mumbai,Industrial Area - Navi Mumbai,85,323,12.7,139.4,1.49,46.4,183,PM10,Synthetic multi-year data modeled on CPCB format
2019-11-09,2019,11,9,Mumbai,Industrial Area - Navi Mumbai,76,348,6.2,137.7,3.49,69.8,172,PM10,Synthetic multi-year data modeled on CPCB format
2019-11-10,2019,11,10,Mumbai,Industrial Area - Navi Mumbai,76,295,5.7,82.9,0.56,61.0,151,PM10,Synthetic multi-year data modeled on CPCB format
2019-11-11,2019,11,11,Mumbai,Industrial Area - Navi Mumbai,93,274,19.7,105.1,3.36,28.5,180,PM10,Synthetic multi-year data modeled on CPCB format
2019-11-12,2019,11,12,Mumbai,Industrial Area - Navi Mumbai,73,194,13.8,121.6,1.73,107.0,152,PM10,Synthetic multi-year data modeled on CPCB format
2019-11-13,2019,11,13,Mumbai,Industrial Area - Navi Mumbai,129,110,7.8,74.8,1.6,93.0,210,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-11-14,2019,11,14,Mumbai,Industrial Area - Navi Mumbai,189,218,12.0,94.7,0.39,17.1,308,PM10,Synthetic multi-year data modeled on CPCB format
2019-11-15,2019,11,15,Mumbai,Industrial Area - Navi Mumbai,153,263,5.6,148.7,1.53,67.8,277,PM10,Synthetic multi-year data modeled on CPCB format
2019-11-16,2019,11,16,Mumbai,Industrial Area - Navi Mumbai,113,270,8.6,124.5,0.82,110.4,214,PM10,Synthetic multi-year data modeled on CPCB format
2019-11-17,2019,11,17,Mumbai,Industrial Area - Navi Mumbai,249,292,22.8,82.9,1.34,41.5,393,PM10,Synthetic multi-year data modeled on CPCB format
2019-11-18,2019,11,18,Mumbai,Industrial Area - Navi Mumbai,220,171,15.1,73.0,2.5,45.4,341,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-11-19,2019,11,19,Mumbai,Industrial Area - Navi Mumbai,41,291,8.7,70.1,0.33,60.5,98,PM10,Synthetic multi-year data modeled on CPCB format
2019-11-20,2019,11,20,Mumbai,Industrial Area - Navi Mumbai,66,336,22.8,134.7,1.55,68.2,156,PM10,Synthetic multi-year data modeled on CPCB format
2019-11-21,2019,11,21,Mumbai,Industrial Area - Navi Mumbai,244,222,10.8,85.1,3.09,12.8,382,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-11-22,2019,11,22,Mumbai,Industrial Area - Navi Mumbai,58,195,33.7,27.6,1.18,72.4,103,PM10,Synthetic multi-year data modeled on CPCB format
2019-11-23,2019,11,23,Mumbai,Industrial Area - Navi Mumbai,110,142,7.6,133.8,1.47,89.0,204,PM10,Synthetic multi-year data modeled on CPCB format
2019-11-24,2019,11,24,Mumbai,Industrial Area - Navi Mumbai,181,330,32.3,64.0,2.63,35.2,295,PM10,Synthetic multi-year data modeled on CPCB format
2019-11-25,2019,11,25,Mumbai,Industrial Area - Navi Mumbai,220,286,11.9,108.6,1.84,11.5,360,PM10,Synthetic multi-year data modeled on CPCB format
2019-11-26,2019,11,26,Mumbai,Industrial Area - Navi Mumbai,88,197,12.9,101.1,0.37,118.3,167,PM10,Synthetic multi-year data modeled on CPCB format
2019-11-27,2019,11,27,Mumbai,Industrial Area - Navi Mumbai,98,253,7.0,98.0,0.49,47.7,184,PM10,Synthetic multi-year data modeled on CPCB format
2019-11-28,2019,11,28,Mumbai,Industrial Area - Navi Mumbai,208,179,18.8,98.7,1.44,87.1,333,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-11-29,2019,11,29,Mumbai,Industrial Area - Navi Mumbai,94,341,33.8,58.5,1.53,81.3,173,PM10,Synthetic multi-year data modeled on CPCB format
2019-11-30,2019,11,30,Mumbai,Industrial Area - Navi Mumbai,57,122,13.2,60.8,1.02,98.4,106,PM10,Synthetic multi-year data modeled on CPCB format
2019-12-01,2019,12,1,Mumbai,Industrial Area - Navi Mumbai,87,238,22.1,103.7,2.84,72.4,169,PM10,Synthetic multi-year data modeled on CPCB format
2019-12-02,2019,12,2,Mumbai,Industrial Area - Navi Mumbai,123,342,17.7,142.2,1.9,75.3,238,PM10,Synthetic multi-year data modeled on CPCB format
2019-12-03,2019,12,3,Mumbai,Industrial Area - Navi Mumbai,147,152,15.2,118.4,1.71,106.7,251,PM10,Synthetic multi-year data modeled on CPCB format
2019-12-04,2019,12,4,Mumbai,Industrial Area - Navi Mumbai,122,274,12.4,57.9,2.87,81.9,207,PM10,Synthetic multi-year data modeled on CPCB format
2019-12-05,2019,12,5,Mumbai,Industrial Area - Navi Mumbai,83,252,33.7,54.2,1.12,106.8,150,PM10,Synthetic multi-year data modeled on CPCB format
2019-12-06,2019,12,6,Mumbai,Industrial Area - Navi Mumbai,48,216,12.9,124.6,2.11,92.8,119,PM10,Synthetic multi-year data modeled on CPCB format
2019-12-07,2019,12,7,Mumbai,Industrial Area - Navi Mumbai,176,257,5.8,80.0,2.56,71.0,288,PM10,Synthetic multi-year data modeled on CPCB format
2019-12-08,2019,12,8,Mumbai,Industrial Area - Navi Mumbai,187,221,6.7,54.6,3.05,112.1,293,PM10,Synthetic multi-year data modeled on CPCB format
2019-12-09,2019,12,9,Mumbai,Industrial Area - Navi Mumbai,46,232,24.5,99.5,0.46,115.2,110,PM10,Synthetic multi-year data modeled on CPCB format
2019-12-10,2019,12,10,Mumbai,Industrial Area - Navi Mumbai,164,236,28.1,110.4,0.5,89.9,279,PM10,Synthetic multi-year data modeled on CPCB format
2019-12-11,2019,12,11,Mumbai,Industrial Area - Navi Mumbai,135,148,31.4,57.8,1.79,101.1,216,PM10,Synthetic multi-year data modeled on CPCB format
2019-12-12,2019,12,12,Mumbai,Industrial Area - Navi Mumbai,115,148,16.2,139.2,2.61,86.8,213,PM10,Synthetic multi-year data modeled on CPCB format
2019-12-13,2019,12,13,Mumbai,Industrial Area - Navi Mumbai,77,345,30.4,115.2,1.0,20.7,166,PM10,Synthetic multi-year data modeled on CPCB format
2019-12-14,2019,12,14,Mumbai,Industrial Area - Navi Mumbai,148,186,33.8,82.5,1.38,78.7,244,PM10,Synthetic multi-year data modeled on CPCB format
2019-12-15,2019,12,15,Mumbai,Industrial Area - Navi Mumbai,52,338,25.2,70.1,1.34,36.8,117,PM10,Synthetic multi-year data modeled on CPCB format
2019-12-16,2019,12,16,Mumbai,Industrial Area - Navi Mumbai,169,110,10.2,47.9,3.17,102.3,258,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-12-17,2019,12,17,Mumbai,Industrial Area - Navi Mumbai,238,187,12.8,84.6,0.6,76.6,371,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-12-18,2019,12,18,Mumbai,Industrial Area - Navi Mumbai,86,244,33.7,35.6,0.82,10.5,148,PM10,Synthetic multi-year data modeled on CPCB format
2019-12-19,2019,12,19,Mumbai,Industrial Area - Navi Mumbai,191,123,30.8,71.6,1.04,47.0,297,PM2.5,Synthetic multi-year data modeled on CPCB format
2019-12-20,2019,12,20,Mumbai,Industrial Area - Navi Mumbai,41,149,29.2,44.5,3.02,66.7,81,PM10,Synthetic multi-year data modeled on CPCB format
2019-12-21,2019,12,21,Mumbai,Industrial Area - Navi Mumbai,196,336,12.4,99.9,1.99,73.1,327,PM10,Synthetic multi-year data modeled on CPCB format
2019-12-22,2019,12,22,Mumbai,Industrial Area - Navi Mumbai,41,88,12.1,68.1,1.09,13.8,83,PM10,Synthetic multi-year data modeled on CPCB format
2019-12-23,2019,12,23,Mumbai,Industrial Area - Navi Mumbai,103,239,19.3,31.3,2.91,61.5,170,PM10,Synthetic multi-year data modeled on CPCB format
2019-12-24,2019,12,24,Mumbai,Industrial Area - Navi Mumbai,128,309,27.4,38.9,1.05,62.1,212,PM10,Synthetic multi-year data modeled on CPCB format
2019-12-25,2019,12,25,Mumbai,Industrial Area - Navi Mumbai,148,268,15.2,108.2,1.4,114.4,258,PM10,Synthetic multi-year data modeled on CPCB format
2019-12-26,2019,12,26,Mumbai,Industrial Area - Navi Mumbai,91,323,17.2,83.8,2.31,26.1,175,PM10,Synthetic multi-year data modeled on CPCB format
2019-12-27,2019,12,27,Mumbai,Industrial Area - Navi Mumbai,192,222,16.2,91.0,2.9,13.8,311,PM10,Synthetic multi-year data modeled on CPCB format
2019-12-28,2019,12,28,Mumbai,Industrial Area - Navi Mumbai,51,174,21.7,125.1,1.65,27.4,121,PM10,Synthetic multi-year data modeled on CPCB format
2019-12-29,2019,12,29,Mumbai,Industrial Area - Navi Mumbai,138,292,19.9,126.1,3.02,28.2,251,PM10,Synthetic multi-year data modeled on CPCB format
2019-12-30,2019,12,30,Mumbai,Industrial Area - Navi Mumbai,130,142,34.2,59.3,2.91,16.6,209,PM10,Synthetic multi-year data modeled on CPCB format
2019-12-31,2019,12,31,Mumbai,Industrial Area - Navi Mumbai,176,216,15.5,120.9,2.42,74.6,297,PM10,Synthetic multi-year data modeled on CPCB format
2020-01-01,2020,1,1,Mumbai,Industrial Area - Navi Mumbai,127,96,14.7,87.9,1.36,118.8,210,PM2.5,Synthetic multi-year data modeled on CPCB format
2020-01-02,2020,1,2,Mumbai,Industrial Area - Navi Mumbai,244,263,10.3,25.9,0.55,21.0,367,PM10,Synthetic multi-year data modeled on CPCB format
2020-01-03,2020,1,3,Mumbai,Industrial Area - Navi Mumbai,56,125,34.9,76.0,2.84,85.5,109,PM10,Synthetic multi-year data modeled on CPCB format
